0.1	0.970335	0.894884
0.099	0.844433	0.902368
0.098	0.717126	0.772875
0.097	0.724225	0.857351
0.096	0.631729	0.907038
0.095	0.681913	0.639134
0.094	0.628857	0.690464
0.093	0.653698	0.652873
0.092	0.653714	0.670381
0.091	0.562759	0.684121
0.09	0.628044	0.622736
0.089	0.69915	0.60425
0.088	0.748596	0.539566
0.087	0.801773	0.630997
0.086	0.635253	0.636102
0.085	0.635411	0.807561
0.084	0.606832	0.851873
0.083	0.618507	0.867361
0.082	0.629244	0.878691
0.081	0.615189	0.890655
0.08	0.570956	0.795393
0.079	0.668675	0.807311
0.078	0.668469	0.749694
0.077	0.618067	0.946198
0.076	0.503162	0.884662
0.075	0.591311	0.915888
0.074	0.607892	0.961485
0.073	0.62937	0.81373
0.072	0.563296	0.81263
0.071	0.718517	0.738837
0.07	0.620251	0.696056
0.069	0.654183	0.654931
0.068	0.730753	0.661746
0.067	0.737277	0.619404
0.066	0.796948	0.628293
0.065	0.689052	0.687178
0.064	0.671324	0.769176
0.063	0.594386	0.775011
0.062	0.55774	0.849439
0.061	0.523817	0.938731
0.06	0.659557	0.861972
0.059	0.584994	0.804848
0.058	0.604016	0.694575
0.057	0.621797	0.707489
0.056	0.588905	0.732977
0.055	0.583364	0.820963
0.054	0.714677	0.827192
0.053	0.633294	0.827503
0.052	0.555565	0.901542
0.051	0.631026	0.756227
0.05	0.666116	0.659513
0.049	0.683581	0.730235
0.048	0.57481	0.84364
0.047	0.68171	0.712876
0.046	0.669262	0.684431
0.045	0.695582	0.71279
0.044	0.709136	0.732645
0.043	0.690159	0.794263
0.042	0.728713	0.720935
0.041	0.732665	0.831021
0.04	0.676508	0.905272
0.039	0.622166	0.839637
0.038	0.640738	0.764917
0.037	0.62554	0.848322
0.036	0.666109	0.776906
0.035	0.677002	0.776788
0.034	0.703629	0.751512
0.033	0.676242	0.769343
0.032	0.642908	0.875272
0.031	0.606608	0.744248
0.03	0.656728	0.718514
0.029	0.600203	0.826127
0.028	0.681746	0.785786
0.027	0.662729	0.79942
0.026	0.63491	0.752004
0.025	0.584872	0.893143
0.024	0.642857	0.800526
0.023	0.649746	0.819956
0.022	0.631802	0.865077
0.021	0.666603	0.806059
0.02	0.629015	0.79667
0.019	0.655587	0.837325
0.018	0.616154	0.856051
0.017	0.648546	0.834699
0.016	0.626591	0.772007
0.015	0.632718	0.814363
0.014	0.629785	0.785612
0.013	0.621187	0.795731
0.012	0.61666	0.793961
0.011	0.605093	0.789842
0.01	0.597664	0.792904
0.009	0.620704	0.754546
0.008	0.64044	0.77486
0.007	0.610316	0.7795
0.006	0.614226	0.767348
0.005	0.6641	0.766947
0.004	0.637869	0.777498
0.003	0.633283	0.76561
0.002	0.646528	0.77295
0.001	0.618861	0.812078
