-0.447723	-0.447723	0
-0.438816	-0.443269	0.00445362
-0.446935	-0.444491	0.00284682
-0.445764	-0.444809	0.00203801
-0.438359	-0.443519	0.00203868
-0.450121	-0.44462	0.00199539
-0.441638	-0.444194	0.00173938
-0.448934	-0.444786	0.00161868
-0.439148	-0.44416	0.00155893
-0.446068	-0.444351	0.00140735
-0.443451	-0.444269	0.00127562
-0.449071	-0.444669	0.00123131
-0.445692	-0.444748	0.00113537
-0.449658	-0.445098	0.00110812
-0.433155	-0.444302	0.00130313
-0.452824	-0.444835	0.00133025
-0.43706	-0.444377	0.00133062
-0.440937	-0.444186	0.001269
-0.447478	-0.44436	0.00121279
-0.45394	-0.444839	0.0012463
-0.460204	-0.44557	0.00139308
-0.443649	-0.445483	0.00133112
-0.448878	-0.445631	0.00128047
-0.426063	-0.444815	0.00147231
-0.458494	-0.445362	0.00151448
-0.42897	-0.444732	0.00158578
-0.453442	-0.445055	0.00155964
-0.436246	-0.44474	0.00153548
-0.450507	-0.444939	0.00149487
-0.43838	-0.44472	0.00146064
-0.446874	-0.44479	0.00141444
-0.45432	-0.445088	0.00140153
-0.456284	-0.445427	0.00140013
-0.446032	-0.445445	0.00135845
-0.450101	-0.445578	0.00132575
-0.457166	-0.4459	0.00132801
-0.445609	-0.445892	0.00129164
-0.45423	-0.446111	0.0012762
-0.453634	-0.446304	0.00125792
-0.432594	-0.445961	0.00127308
-0.447297	-0.445994	0.00124207
-0.447792	-0.446037	0.00121289
-0.433902	-0.445754	0.00121751
-0.449941	-0.44585	0.00119332
-0.452439	-0.445996	0.00117565
-0.437781	-0.445817	0.0011636
-0.450962	-0.445927	0.00114382
-0.434788	-0.445695	0.00114353
-0.431805	-0.445411	0.00115527
-0.438827	-0.44528	0.00113956
-0.433762	-0.445054	0.0011396
-0.439772	-0.444952	0.00112207
-0.447727	-0.445005	0.00110194
-0.455413	-0.445197	0.00109839
-0.457682	-0.445424	0.00110187
-0.445167	-0.44542	0.00108202
-0.441043	-0.445343	0.00106564
-0.434779	-0.445161	0.00106283
-0.450471	-0.445251	0.00104853
-0.427174	-0.44495	0.00107403
-0.448775	-0.445012	0.00105813
-0.434652	-0.444845	0.00105425
-0.440735	-0.44478	0.00103943
-0.428806	-0.44453	0.00105307
-0.424735	-0.444226	0.00108055
-0.45321	-0.444362	0.00107272
-0.437433	-0.444259	0.00106164
-0.446371	-0.44429	0.00104637
-0.445917	-0.444313	0.00103136
-0.452451	-0.444429	0.00102315
-0.452685	-0.444546	0.00101531
-0.451116	-0.444637	0.00100526
-0.451698	-0.444734	0.000996104
-0.443712	-0.44472	0.000982648
-0.449228	-0.44478	0.000971319
-0.44286	-0.444755	0.000958786
-0.443927	-0.444744	0.000946314
-0.442028	-0.444709	0.000934751
-0.447881	-0.444749	0.000923716
-0.451101	-0.444829	0.000915546
-0.437131	-0.444734	0.000909153
-0.449877	-0.444796	0.000900186
-0.449553	-0.444854	0.000891119
-0.451776	-0.444936	0.000884294
-0.436684	-0.444839	0.000879206
-0.425721	-0.444617	0.000896908
-0.453744	-0.444722	0.000892725
-0.438581	-0.444652	0.000885276
-0.44708	-0.444679	0.000875698
-0.428281	-0.444497	0.000884876
-0.444771	-0.4445	0.000875103
-0.45137	-0.444575	0.000868754
-0.439416	-0.444519	0.00086115
-0.433588	-0.444403	0.000859839
-0.444609	-0.444405	0.000850742
-0.447856	-0.444441	0.000842601
-0.444537	-0.444442	0.00083387
-0.441639	-0.444413	0.000825813
-0.450039	-0.44447	0.000819401
-0.456589	-0.444591	0.000820169
