0	0
1	0
1.41382	0.00423714
1.71763	0.00583063
1.99398	0.00796803
2.23221	0.00886078
2.44559	0.010271
2.6441	0.0109652
2.82196	0.0108576
2.99454	0.0106397
3.1538	0.0112083
3.30543	0.0118493
3.45518	0.0124652
3.5964	0.0131932
3.73237	0.014497
3.86364	0.0159881
3.99055	0.0169557
4.11815	0.016972
4.23698	0.0184266
4.35275	0.0179785
4.46889	0.0173258
4.5769	0.0178471
4.68334	0.0186476
4.78681	0.0199753
4.8879	0.0195544
4.99367	0.0203963
5.10081	0.021394
5.20265	0.02167
5.3013	0.0225954
5.39458	0.0219733
5.48872	0.0215641
5.58119	0.022136
5.6553	0.0224867
5.74661	0.0226723
5.83858	0.0223057
5.92049	0.0228538
6.00408	0.0229631
6.08641	0.0228078
6.16557	0.0222625
6.24232	0.0233308
6.31746	0.0228016
6.39244	0.0233002
6.46093	0.0237584
6.53586	0.0235395
6.6087	0.0230607
6.6834	0.0238177
6.75216	0.0241218
6.81743	0.0254633
6.89067	0.0245982
6.9596	0.0245155
7.02843	0.0256383
7.10549	0.0252254
7.18474	0.0253157
7.25816	0.0255451
7.33158	0.0257456
7.39809	0.0266531
7.47275	0.0271781
7.53368	0.0276367
7.60922	0.0276656
7.67111	0.0280143
7.73662	0.0277455
7.79502	0.0273607
7.85598	0.0281262
7.90694	0.0292094
7.97593	0.0289477
8.03669	0.0292633
8.10498	0.0297662
8.16229	0.0293298
8.22018	0.0298972
8.28325	0.0289679
8.34358	0.0296041
8.40689	0.0294755
8.46275	0.0306314
8.52302	0.031045
8.58624	0.0317678
8.65051	0.0320424
8.70751	0.0321113
8.75471	0.0327192
8.81099	0.0326895
8.86877	0.032305
8.92231	0.0323865
8.97984	0.0326629
9.0339	0.0321316
9.08934	0.0329478
9.15206	0.0330291
9.19873	0.0326998
9.25959	0.0333021
9.31441	0.0340667
9.37174	0.0342554
9.43537	0.0342963
9.49877	0.0342792
9.55527	0.0345734
9.60205	0.034991
9.6577	0.0353931
9.71341	0.0349289
9.76485	0.035233
9.82786	0.0360796
9.87217	0.0363779
9.92584	0.0365639
9.97447	0.0376618
10.0205	0.0382425
