           1           0           0           0           0           0           0           0           0           0           0           0           0           0           0    0.140476     1.06407     2.00143     2.30737     2.14996     1.85796     1.59214     1.43675     1.31883     1.23052     1.18267     1.12745     1.09946     1.05443     1.07981     1.07633     1.07348     1.05128     1.05178     1.05247     1.05131     1.04739     1.04916     1.02894      1.0096     1.03946     1.05081     1.02243     1.02729     1.02538     1.03285    0.993514    0.984901    0.995787     1.01677     1.02725     1.01227    0.997985    0.997227    0.997729     1.02239     1.00669     1.01127     1.00098    0.980654    0.991275    0.997004     1.00147    0.990817     1.00938     1.01393    0.995698    0.993982    0.991329    0.974165    0.975612    0.984796     1.00053    0.997824    0.988285    0.976719    0.984877    0.981447    0.987217    0.992784    0.989672    0.986115    0.997568    0.980713    0.997978     1.00011    0.996496    0.998324    0.985848    0.984069    0.988627     1.00133    0.990748     0.99566    0.988613    0.991945    0.992537     0.99303    0.994742    0.981688    0.979807
           2           0           0           0           0           0           0           0           0           0           0           0           0           0 0.000231989    0.138705     1.09151     2.11281     2.34225     2.17144     1.89272     1.62343     1.44895       1.332     1.24948     1.16459     1.13865     1.11295     1.08819     1.08333     1.07812     1.08125     1.06931     1.06732     1.06438     1.06003     1.05657     1.04275     1.02592     1.01264     1.02764     1.02411      1.0103     1.00718     1.00398     1.01296      1.0069     1.00339     1.01454     1.01049     1.00608     0.99951    0.981368    0.983576    0.993373      1.0069    0.995071     1.00605    0.992039    0.971936    0.978933    0.988356    0.991013    0.979572    0.993135    0.986182    0.981854    0.978358    0.984109    0.973168    0.982194    0.981437    0.997558    0.995205    0.988901    0.986731    0.989395    0.985888    0.994124    0.995878    0.991352    0.992539    0.997685    0.986532    0.994817    0.996184    0.999549    0.993055    0.985809    0.992913    0.993107     1.00014    0.998646    0.996681    0.993987     0.99405    0.995573    0.998929     0.99253    0.987024    0.988402
           3           0           0           0           0           0           0           0           0           0           0           0           0           0  0.00015466    0.145134     1.07794     2.02751      2.2583     2.11654     1.84022     1.60434     1.41632      1.3212     1.24006     1.15743     1.14441     1.11286     1.09098     1.08454     1.07882     1.06795     1.05709     1.05604     1.06156     1.05703     1.04984     1.04263     1.02709      1.0179     1.02749      1.0238     1.01657     1.01054     1.00698     1.00194     0.99805    0.997843     1.02038     1.01158     1.00772     1.00764    0.985181    0.990761    0.993649     1.00136    0.999356     1.00628    0.996813    0.981692    0.980546    0.988747     0.99351     0.98307    0.990529    0.989711    0.984841    0.979862    0.987311    0.972499    0.977379    0.985633    0.994471     0.99227    0.985146    0.987033    0.986107      0.9865    0.992042    0.994404    0.991027    0.996011    0.997016    0.991534     1.00004    0.997359    0.998088    0.991154    0.985176    0.988523    0.990687    0.992991    0.991665    0.988568    0.989945    0.989532    0.990435    0.993124    0.990274    0.989089    0.988216
           4           0           0           0           0           0           0           0           0           0           0           0           0           0 0.000213281    0.143749     1.06556     2.01055     2.21299     2.07842     1.81652     1.58547     1.41319     1.31783     1.23145     1.15614     1.14126     1.11078     1.09483     1.08418     1.08216     1.07165     1.05227      1.0555     1.05591     1.05504     1.04161     1.04182     1.03263     1.01969     1.02979     1.01638        1.01     1.00325     1.00109     1.00156    0.989764    0.995983     1.01446     1.00701     1.00314      1.0082    0.991981    0.991697    0.990343     0.99837    0.990946    0.998429    0.992698     0.97453    0.973218     0.98051    0.988399    0.978587    0.986285    0.988709    0.984548     0.98397    0.985082      0.9736     0.97868    0.984083    0.989468    0.987518    0.982319    0.982139     0.98447    0.984611    0.986889    0.989931    0.987397    0.990407    0.991052    0.986057    0.994141     0.99369    0.994838    0.989682    0.988977    0.990834    0.992105    0.990672    0.987839    0.988953    0.987999    0.986664     0.98682    0.989264    0.989022    0.989443    0.989112
           5           0           0           0           0           0           0           0           0           0           0           0           0           0 0.000595689    0.142607     1.05847     2.01657     2.23353     2.09662     1.82776     1.59261     1.42678     1.31635       1.232      1.1711     1.14553     1.10754     1.08731     1.07632     1.08095     1.06789     1.04687     1.05347     1.05334     1.04998     1.03852     1.04173     1.03617     1.02577     1.02951     1.01941     1.01498     1.00618     1.00634     1.00388    0.990644    0.993035     1.00607     1.00115    0.998565    0.999189    0.990115    0.991355    0.991309     0.99665    0.992261    0.997091     0.99429    0.975767    0.974333    0.982956    0.990009     0.98132    0.985753    0.987314    0.983505    0.985775    0.983499    0.974951    0.980518    0.983513    0.987917    0.984451    0.981142    0.981139    0.984718    0.980388    0.982703    0.987012     0.98384    0.985785    0.988066     0.98461     0.99429     0.99317    0.995356     0.99285    0.992528    0.992396    0.990013    0.988989    0.987961    0.989467    0.989857    0.988606    0.989211     0.99127     0.99029     0.98966    0.987581
           6           0           0           0           0           0           0           0           0           0           0           0           0           0 0.000581221     0.14239     1.05812     2.01293     2.25118     2.10652     1.83965     1.60256     1.43834     1.31779     1.23951     1.17436     1.13294     1.09921      1.0857      1.0736     1.07392     1.06753     1.04907     1.05079     1.05451      1.0451     1.03432       1.043     1.03387      1.0224     1.02662     1.01413     1.01233     1.00445    0.997125     1.00068    0.988576    0.989688     1.00222    0.996957    0.997494    0.996329     0.98705    0.990553     0.98963    0.994811    0.990067    0.991703    0.991162    0.977079    0.976549    0.986648    0.995179    0.984608    0.986372    0.989578    0.983241     0.98309     0.98285    0.977473    0.981342    0.980473    0.988599     0.98518    0.983718    0.982827    0.986794    0.985292    0.986102    0.987532    0.984955    0.985255    0.987797    0.985461    0.993636    0.991586    0.992512    0.991949    0.991599    0.991006    0.990688    0.990151    0.989736    0.991227    0.990511    0.988688    0.990311    0.991664    0.990968    0.990496    0.988023
           7           0           0           0           0           0           0           0           0           0           0           0           0           0 0.000639307    0.141255     1.06197     2.03658     2.26892     2.12691     1.84907     1.60554     1.43794       1.318     1.23857     1.17732     1.13829      1.1039     1.09399     1.07888     1.08266      1.0736     1.05419     1.05246     1.05756     1.05358     1.03761     1.04338     1.03315     1.02357     1.02731     1.01456     1.01324     1.00681     0.99949     1.00235    0.988024    0.987261     1.00108    0.996462    0.996317    0.997593    0.986391    0.988942    0.987237    0.993305    0.989143    0.991445    0.988432    0.977557    0.976108    0.984799    0.993297    0.986109    0.986466    0.988893    0.984463     0.98437    0.983163    0.979234    0.983108    0.979217    0.985767    0.983723    0.982792    0.981287    0.985849    0.985635    0.987094    0.987174      0.9848    0.984698    0.987155    0.985482    0.990695    0.989619    0.989691    0.989901    0.989746    0.990369    0.989942    0.987966    0.988678     0.99004    0.987937    0.988498    0.988906    0.989232    0.986893     0.98674     0.98491
           8           0           0           0           0           0           0           0           0           0           0           0           0           0  0.00105331    0.141292     1.05696      2.0187     2.25576     2.10177     1.82295     1.58915     1.43215     1.32047     1.23789     1.17356     1.13183      1.0981     1.08724      1.0754     1.07382     1.06615     1.04463     1.04806      1.0504     1.05253     1.03959     1.04363     1.03254     1.01992     1.02258     1.01169     1.01171      1.0073     1.00407     1.00325    0.994325     0.99116     1.00276    0.995956     0.99603    0.996697    0.985532    0.992554    0.993246    0.997081    0.991818    0.992322    0.990776    0.978962     0.97759    0.985626    0.993593    0.987077    0.988604    0.987649    0.985493    0.988892    0.985157    0.980012    0.984067    0.980267     0.98567     0.98306    0.983312    0.979908    0.983841    0.983758    0.985764    0.986151    0.982678    0.984311     0.98677    0.984168    0.988894    0.987586    0.987825    0.988046    0.988886    0.990455    0.990567    0.987951    0.990086    0.990574    0.987608    0.988969     0.99008    0.990503    0.987834    0.988439    0.986648
           9           0           0           0           0           0           0           0           0           0           0           0           0           0  0.00101277     0.14154     1.04811     2.00212     2.24058     2.08815     1.82193     1.58995     1.42412     1.31535     1.24137      1.1764     1.13174     1.10217     1.08518      1.0746       1.071     1.06663     1.04804     1.04694      1.0484      1.0496     1.04058     1.04427     1.03118     1.01738      1.0183     1.00933     1.00922     1.00687     1.00435      1.0021    0.996286    0.992108     1.00303    0.993465    0.996921    0.996418    0.985503    0.993645     0.99316    0.994588    0.991914    0.992016    0.989858    0.978055    0.979829    0.987315    0.994897    0.988719    0.989737    0.988673    0.987112    0.989511    0.987337    0.981419    0.982823    0.980508    0.985946    0.982859    0.983509    0.980454    0.982824    0.980968    0.984951    0.985405    0.982549    0.984842    0.985871    0.984332     0.98989    0.987017    0.987711    0.987463    0.988672    0.990977    0.991692    0.987905    0.988818    0.990672    0.987878    0.989408    0.989765    0.990571    0.988296    0.988268    0.985936
          10           0           0           0           0           0           0           0           0           0           0           0           0           0 0.000975852    0.143733     1.05534     2.00985     2.24344     2.09347     1.82695     1.59996     1.42952     1.31342     1.23459     1.17661     1.13101     1.10474     1.08673     1.07849     1.07498     1.07155     1.05223     1.05391     1.05238     1.05066     1.04227     1.04814      1.0363     1.02005     1.01878     1.01145     1.01219     1.01023     1.00883     1.00655    0.998313    0.994103     1.00213    0.995881     1.00072    0.999524    0.988122    0.994816     0.99387    0.995201    0.993536    0.993119    0.990481    0.980525    0.983919    0.991225    0.996758    0.989285    0.992712    0.989684    0.987365    0.989456    0.986977    0.982488    0.983693    0.981879    0.986387    0.983342    0.985097    0.980825    0.984472    0.983116    0.987039    0.986522    0.984448    0.985264    0.985907    0.984759    0.989885    0.987169    0.988007    0.988187    0.988331     0.99083     0.99212    0.987943    0.988782    0.990401     0.98825    0.989164    0.990319    0.990394    0.988754    0.987382    0.984628
