           1     2.10239     2.10239           0
           2     2.17961       2.141   0.0273025
           3     2.15955     2.14718   0.0188885
           4     1.89144     2.08325   0.0571531
           5     2.28668     2.12394   0.0584369
           6     2.12231     2.12366   0.0486981
           7     2.19373     2.13367   0.0427575
           8     2.14173     2.13468   0.0374246
           9      2.2701     2.14973   0.0361646
          10     2.16359     2.15111   0.0325747
          11     2.06526     2.14331    0.030534
          12      2.0549     2.13594   0.0288647
          13     2.09172     2.13254    0.026844
          14     2.15844     2.13439   0.0249903
          15     2.06876     2.13001   0.0237042
          16     2.05501     2.12533   0.0226815
          17     2.08892     2.12319   0.0214482
          18      2.1115     2.12254   0.0202664
          19     2.19852     2.12654   0.0195904
          20     2.01873     2.12115   0.0193383
          21     2.18502     2.12419   0.0186551
          22     2.21005     2.12809   0.0182108
          23     2.03722     2.12414   0.0178424
          24     2.27301     2.13034   0.0181452
          25     2.10366     2.12927   0.0174508
          26     2.22278     2.13287   0.0171462
          27     2.13514     2.13295   0.0165113
          28     2.16089     2.13395   0.0159517
          29     2.28984     2.13933   0.0162822
          30     2.15394     2.13981   0.0157467
          31      2.2585     2.14364   0.0156973
          32     2.15597     2.14403   0.0152115
          33     2.20865     2.14599   0.0148761
          34     2.07441     2.14388   0.0145868
          35     2.12154     2.14324   0.0141839
          36      2.1701     2.14399   0.0138096
          37     2.11107      2.1431    0.013465
          38     2.18092      2.1441   0.0131473
          39     2.01057     2.14067   0.0132485
          40     2.08205     2.13921   0.0129981
          41     2.23778     2.14161   0.0129015
          42     2.05276     2.13949   0.0127666
          43     2.05428     2.13751   0.0126226
          44     2.11457     2.13699   0.0123465
          45     2.17821     2.13791   0.0121061
          46     2.10577     2.13721    0.011863
          47     2.16291     2.13776   0.0116232
          48     2.11333     2.13725   0.0113922
          49     2.01576     2.13477   0.0114263
          50     2.10699     2.13421   0.0112113
