3.13578	0
3.13259	0.00318926
3.12439	0.00839992
3.13144	0.00921679
3.12869	0.00765056
3.13325	0.00773548
3.13531	0.00685235
3.13411	0.0060538
3.13234	0.00562476
3.13095	0.00521992
3.13141	0.00474409
3.13	0.00455329
3.12568	0.00601679
3.12651	0.00563144
3.12659	0.00524317
3.12644	0.00490668
3.12673	0.00461809
3.12839	0.00465875
3.12752	0.00449168
3.12752	0.00426118
3.12767	0.00405589
3.12946	0.00426165
3.13011	0.00412371
3.1307	0.00399286
3.13209	0.0040723
3.13266	0.0039537
3.13343	0.00388257
3.13289	0.00378078
3.13339	0.00368331
3.13283	0.00360281
3.13357	0.00356269
3.13354	0.00344969
3.13319	0.00336154
3.13457	0.00354162
3.13406	0.00347657
3.13445	0.0034011
3.13396	0.00334532
3.13387	0.00325711
3.13497	0.00335649
3.13527	0.00328502
3.13564	0.00322495
3.13476	0.00326681
3.13533	0.00324061
3.13601	0.00323738
3.13701	0.00331994
3.13739	0.00326933
3.13759	0.00320538
3.13772	0.00314044
3.13787	0.00307917
3.13778	0.00301833
3.13753	0.00296874
3.1378	0.00292318
3.13758	0.0028758
3.13709	0.00286342
3.13689	0.00281845
3.1367	0.00277421
3.13757	0.0028617
3.13703	0.0028631
3.13685	0.00281985
3.13633	0.00282098
3.13654	0.00278195
3.13686	0.00275571
3.13718	0.00273006
3.13675	0.00272115
3.13663	0.00268151
3.13651	0.00264332
3.13679	0.00261827
3.13681	0.0025796
3.13664	0.00254769
3.13635	0.0025275
3.13682	0.00253585
3.13735	0.00255485
3.13762	0.00253441
3.13785	0.0025104
3.13803	0.00248323
3.13794	0.00245191
3.13733	0.00249638
3.13702	0.00248409
3.13742	0.00248527
3.13782	0.0024867
3.13781	0.00245583
3.13783	0.00242581
3.13822	0.00242768
3.13826	0.00239887
3.13827	0.00237051
3.13846	0.00235044
3.13852	0.00232404
3.13852	0.00229748
3.1388	0.00228887
3.13887	0.00226431
3.13881	0.00224019
3.13892	0.00221854
3.1388	0.00219773
3.13887	0.00217535
3.13913	0.00216765
3.13928	0.00215022
3.13964	0.00215757
3.13972	0.0021372
3.13966	0.00211656
3.13981	0.00210114
3.13983	0.00208029
3.13998	0.00206557
3.13998	0.00204542
3.13968	0.00204851
3.14023	0.00210217
3.14027	0.00208262
3.14032	0.00206368
3.14028	0.00204487
3.14023	0.00202649
3.13993	0.00203086
3.13996	0.00201272
3.13969	0.0020129
3.13983	0.00199979
3.13969	0.00198702
3.14002	0.0019971
3.13976	0.00199699
3.1401	0.00200826
3.14028	0.00199965
3.1403	0.00198288
3.14011	0.00197529
3.14016	0.00195959
3.14013	0.00194375
3.14006	0.00192906
3.13986	0.00192407
3.14003	0.00191613
3.13992	0.0019038
3.13982	0.00189183
3.13987	0.00187775
3.1399	0.00186336
3.13969	0.00186086
3.13989	0.00185775
3.13995	0.00184455
3.13995	0.00183064
3.14032	0.00185461
3.14021	0.00184388
3.14033	0.00183376
3.14037	0.00182078
3.1402	0.00181515
3.1403	0.00180461
3.14029	0.00179168
3.14011	0.00178828
3.1402	0.00177817
3.13993	0.00178761
3.13973	0.00178618
3.13965	0.00177539
3.13978	0.00176769
3.13967	0.0017592
3.13962	0.0017478
3.13956	0.00173732
3.13941	0.00173199
3.13963	0.00173466
3.13985	0.00173764
3.13989	0.00172663
3.13998	0.00171751
3.13994	0.00170686
3.13995	0.00169596
3.14009	0.00169073
3.14011	0.00168009
3.14025	0.00167558
3.14026	0.00166509
3.14024	0.00165484
3.14026	0.00164479
3.14029	0.00163495
3.14026	0.00162536
3.1405	0.00163393
3.14047	0.00162436
3.14052	0.00161548
3.14047	0.00160667
3.14042	0.0015979
3.14069	0.00161117
3.14073	0.00160213
3.14066	0.00159427
3.14071	0.00158574
3.14081	0.00157993
3.141	0.00158253
3.14091	0.0015759
3.141	0.00156923
3.14099	0.0015604
3.14093	0.00155284
3.14087	0.00154546
3.1408	0.00153844
3.14072	0.00153192
3.14073	0.00152356
3.14093	0.00152811
3.14086	0.00152139
3.14092	0.00151445
3.1411	0.00151612
3.14093	0.0015167
3.14078	0.00151634
3.14096	0.00151896
3.14104	0.00151305
3.14107	0.00150537
3.14094	0.00150274
3.14092	0.00149507
3.14095	0.0014876
3.14113	0.00149037
3.14117	0.00148344
3.14105	0.00148079
3.14115	0.0014765
3.14106	0.00147196
3.14107	0.00146474
3.1412	0.00146303
3.14123	0.00145612
3.14125	0.00144913
3.14106	0.00145534
3.1412	0.00145545
3.14128	0.00145024
3.14136	0.00144571
3.14133	0.00143907
3.14116	0.00144201
3.14128	0.0014403
3.14121	0.00143531
3.14113	0.00143096
3.14114	0.00142428
3.14125	0.00142228
3.14111	0.00142264
3.1411	0.00141608
3.1411	0.00140958
3.14116	0.00140433
3.14116	0.00139794
3.14101	0.00139943
3.14116	0.00140094
3.14119	0.00139488
3.14118	0.00138867
3.14119	0.00138261
3.14127	0.00137875
3.14128	0.00137268
3.14121	0.00136857
3.14112	0.00136541
3.14103	0.00136238
3.14091	0.00136167
3.14097	0.00135706
3.14117	0.00136497
3.14097	0.0013735
3.14086	0.00137193
3.14096	0.00137019
3.14086	0.00136862
3.14096	0.00136649
3.14103	0.00136253
3.14091	0.00136191
3.14086	0.00135713
3.14089	0.00135176
3.14088	0.00134618
3.14088	0.00134066
3.14079	0.00133825
3.14081	0.00133291
3.14082	0.00132754
3.14106	0.00134485
3.14116	0.00134327
3.14116	0.00133788
