           1    -6.66181    -6.66181           0
           2    -6.66846    -6.66514  0.00235186
           3    -6.65443    -6.66157  0.00330805
           4    -6.65803    -6.66068  0.00259663
           5    -6.65559    -6.65967  0.00226814
           6     -6.6659    -6.66071  0.00211503
           7    -6.66935    -6.66194  0.00214358
           8    -6.66192    -6.66194  0.00187563
           9    -6.65546    -6.66122  0.00180022
          10    -6.66164    -6.66126  0.00162068
          11    -6.66479    -6.66158  0.00150469
          12    -6.66021    -6.66147  0.00138365
          13    -6.66296    -6.66158  0.00128195
          14    -6.66159    -6.66158  0.00119038
          15    -6.65936    -6.66143  0.00112019
          16     -6.6631    -6.66154  0.00105499
          17    -6.66458    -6.66172  0.00100804
          18    -6.66758    -6.66204  0.00100328
          19    -6.65885    -6.66187  0.00096441
          20    -6.66589    -6.66208 0.000936874
          21    -6.65547    -6.66176 0.000943638
          22    -6.66618    -6.66196 0.000921855
          23    -6.66162    -6.66195 0.000881897
          24    -6.66327      -6.662  0.00084687
          25    -6.66058    -6.66195 0.000814891
          26    -6.66157    -6.66193 0.000783678
          27    -6.66351    -6.66199 0.000756838
          28    -6.66599    -6.66213 0.000743174
          29    -6.65917    -6.66203 0.000724552
          30    -6.66811    -6.66223 0.000728163
          31    -6.65453    -6.66198 0.000745852
          32    -6.66768    -6.66216 0.000743482
          33     -6.6648    -6.66224 0.000725237
          34    -6.66246    -6.66225 0.000703935
          35    -6.66043     -6.6622 0.000685736
          36     -6.6589     -6.6621 0.000672789
          37    -6.66496    -6.66218 0.000659015
          38    -6.66301     -6.6622 0.000642028
          39     -6.6667    -6.66232 0.000635813
          40    -6.66941     -6.6625 0.000644142
          41    -6.66493    -6.66256 0.000631162
          42     -6.6556    -6.66239 0.000637494
          43    -6.66539    -6.66246  0.00062647
          44    -6.65407    -6.66227 0.000640587
          45    -6.67087    -6.66246 0.000654229
          46    -6.65435    -6.66228 0.000663329
          47    -6.65957    -6.66223 0.000651726
          48    -6.66295    -6.66224 0.000638322
          49    -6.65852    -6.66217 0.000629785
          50    -6.66506    -6.66222 0.000619842
