           1    -3.37903    -3.37903           0
           2   -3.379707   -3.379368 0.000239357
           3   -3.378714    -3.37915 0.000239032
           4   -3.381027   -3.379619 0.000444063
           5   -3.378454   -3.379386 0.000411869
           6   -3.378917   -3.379308 0.000350587
           7   -3.379592   -3.379349 0.000302845
           8   -3.378235    -3.37921 0.000295258
           9     -3.3783   -3.379108 0.000279228
          10    -3.37863   -3.379061 0.000255368
          11   -3.380701    -3.37921 0.000272223
          12   -3.380452   -3.379313 0.000268507
          13   -3.379783   -3.379349 0.000250273
          14   -3.379076    -3.37933 0.000233158
          15   -3.379392   -3.379334 0.000217651
          16   -3.380235    -3.37939 0.000211214
          17   -3.379866   -3.379418 0.000200636
          18     -3.3804   -3.379473  0.00019676
          19   -3.378539   -3.379424 0.000192446
          20   -3.380574   -3.379481  0.00019122
          21   -3.378581   -3.379438 0.000186861
          22   -3.379779   -3.379454 0.000179009
          23   -3.379252   -3.379445  0.00017144
          24   -3.378973   -3.379425  0.00016542
          25   -3.381712   -3.379517 0.000182354
          26   -3.378885   -3.379492 0.000176954
          27   -3.379654   -3.379498   0.0001705
          28   -3.379675   -3.379505 0.000164528
          29   -3.377866   -3.379448 0.000168284
          30   -3.378029   -3.379401 0.000169196
          31   -3.379471   -3.379403 0.000163753
          32   -3.379091   -3.379393 0.000158926
          33   -3.378466   -3.379365 0.000156575
          34   -3.379965   -3.379383  0.00015296
          35    -3.37976   -3.379394 0.000148968
          36   -3.379418   -3.379394 0.000144832
          37   -3.380319   -3.379419 0.000143057
          38   -3.379472   -3.379421 0.000139299
          39   -3.379348   -3.379419  0.00013574
          40   -3.380775   -3.379453 0.000136516
          41   -3.378274   -3.379424 0.000136181
          42   -3.379957   -3.379437 0.000133529
          43   -3.380056   -3.379451 0.000131197
          44    -3.38083   -3.379483 0.000131904
          45    -3.37835   -3.379457 0.000131353
          46   -3.379562    -3.37946 0.000128518
          47    -3.37889   -3.379447 0.000126354
          48   -3.380521    -3.37947 0.000125687
          49   -3.380124   -3.379483 0.000123829
          50   -3.379068   -3.379475  0.00012163
