           1     1.66162     1.66162           0
           2     1.65154     1.65658  0.00356553
           3     1.63804      1.6504  0.00557721
           4     1.70172     1.66323   0.0118724
           5     1.62167     1.65492   0.0120613
           6      1.6457     1.65338   0.0101484
           7      1.6283      1.6498   0.0093097
           8     1.65308     1.65021  0.00815501
           9     1.62852      1.6478  0.00759675
          10     1.64711     1.64773  0.00683739
          11     1.65107     1.64803  0.00622255
          12     1.65163     1.64833  0.00571123
          13     1.65093     1.64853   0.0052754
          14     1.64082     1.64798  0.00492726
          15     1.65636     1.64854  0.00463031
          16       1.659      1.6492  0.00438686
          17     1.65655     1.64963   0.0041501
          18     1.64915      1.6496  0.00391963
          19     1.63284     1.64872  0.00381134
          20     1.66557     1.64956  0.00371272
          21     1.65551     1.64984   0.0035467
          22     1.62387     1.64866  0.00357658
          23     1.65568     1.64897  0.00343408
          24     1.62898     1.64814  0.00339048
          25      1.6449     1.64801  0.00325733
          26     1.64129     1.64775  0.00314227
          27     1.64257     1.64756  0.00303174
          28     1.62625      1.6468  0.00301742
          29     1.62408     1.64601  0.00301335
          30     1.64991     1.64614   0.0029157
          31     1.63184     1.64568  0.00285792
          32     1.63466     1.64534   0.0027893
          33     1.62833     1.64482  0.00275196
          34     1.66325     1.64536  0.00272385
          35     1.65588     1.64566  0.00266256
          36      1.6481     1.64573  0.00258946
          37     1.63917     1.64555  0.00252554
          38     1.63699     1.64533  0.00246911
          39     1.67032     1.64597  0.00248759
          40     1.65032     1.64608  0.00242779
          41     1.61218     1.64525  0.00250544
          42     1.65877     1.64557  0.00246636
          43     1.66961     1.64613  0.00247155
          44     1.62945     1.64575  0.00244427
          45     1.63312     1.64547  0.00240601
          46     1.65371     1.64565  0.00236035
          47     1.65331     1.64581  0.00231575
          48     1.63796     1.64565  0.00227328
          49     1.65723     1.64589  0.00223913
          50     1.66135      1.6462  0.00221561
